sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
52323;2003503;2020082784; Maya Chakraborty; 60/51; Rana Ganj; Panipat 058317; +91 8005258737; Zaid Narula; 10/66; Ray Marg; Raurkela Industrial Township 821779; +91 7361564450;2;40;55;2091; 2020-08-17 19:50:00;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52324;2003504;2020081286; Aarnav Mahajan; 05/16; Dalal Road; Belgaum 081670; +91 6685933650; Oviya Patla; H.No. 47; Aggarwal Ganj; Agra 614574; +91 9491017624;1;9;28;4765; 2020-08-17 03:40:09;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52325;2003505;2020083753; Ikbal Narain; H.No. 320; Nagy Road; Meerut-906266; +91 7467581002; Tanay Setty;7; Halder; Bhatpara 797268; +91 9991347025;2;7;107;5828; 2020-08-16 01:25:33;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52326;2003506;2020080098; Yug Bali;48; Datta Nagar; Salem 183239; +91 9224276341; Yashica Mammen; 98/99; Chadha Chowk; Dewas-212887; +91 7076554202;2;20;39;4864; 2020-08-15 20:09:11;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52327;2003507;2020080446; Caleb Shetty; H.No. 18; Agate Zila; Bathinda 816447; +91 9508016654; Chatura Bhatt; 70/13; Bhagat Zila; Pondicherry-048063; +91 8940240617;2;141;66;2378; 2020-08-15 04:54:20;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52328;2003508;2020080246; Adya Mohanty;488; Rout Circle; Ratlam 119567; +91 9431856839; Chatresh Sidhu;75; Khalsa Path; Eluru-211992; +91 7299703116;1;107;62;1743; 2020-08-14 04:37:58;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52329;2003509;2020085413; Vinaya Iyer; H.No. 011; Walla Chowk; Hosur 894891; +91 6064818096; Rajeshri Dada; 06/396; Loyal Path; Rampur-968491; +91 7367980759;2;72;137;2844; 2020-08-14 01:20:45;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52330;2003510;2020083498; Aarush Balan; H.No. 43; Chopra Road; Bhilwara 934666; +91 7554970492; Logan Bal; H.No. 95; Krishna Marg; Baranagar 603438; +91 8342753808;1;20;139;2995; 2020-08-13 20:53:16;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52331;2003511;2020084775; Yashica Balan; H.No. 43; Srinivas Zila; New Delhi 775049; +91 9179957209; Kabir Bobal; H.No. 426; Vasa Ganj; Mangalore-165635; +91 6271235120;2;101;19;2681; 2020-08-13 05:17:02;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52332;2003512;2020080152; Jai Barad;984; Sheth Road; Akola 227098; +91 7883742113; Bahadurjit Sandal; H.No. 57; Agate Circle; Gorakhpur-461542; +91 8255964070;1;148;87;6902; 2020-08-13 03:01:12;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52333;2003513;2020080957; Janani Vohra; H.No. 451; Dhar Marg; Khammam 906314; +91 8859975761; Ojasvi Wali;37; Mody Circle; Dewas 076225; +91 9428768609;2;8;56;2668; 2020-08-12 22:40:03;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52334;2003514;2020081494; Lipika Ratti; 08/61; Raval Street; Guwahati-244209; +91 9256088981; George Iyengar; H.No. 67; Sathe Chowk; Mango 773706; +91 8289599624;1;2;70;2008; 2020-08-12 19:15:09;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52335;2003515;2020080710; Januja Randhawa; H.No. 49; Bakshi Ganj; Allahabad 039664; +91 9348545169; Nathan Sachdev; 73/775; Chatterjee Zila; Thanjavur-491341; +91 9754080894;2;43;148;901; 2020-08-12 05:08:57;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52336;2003516;2020081636; Upkaar Chand;565; Chaudhary Road; Bhubaneswar-081171; +91 8283193984; Abha Toor; H.No. 71; Mallick Path; Tadepalligudem 762136; +91 6541554487;2;100;119;2733; 2020-08-12 03:16:30;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52337;2003517;2020085403; Jasmit Dar;731; Prabhakar Zila; Farrukhabad 096536; +91 8539089550; Ranveer Mandal; H.No. 897; Bajwa Zila; Nadiad 566862; +91 6724848097;2;107;131;6611; 2020-08-12 01:59:33;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52338;2003518;2020080487; Vanya Mahajan;600; Mall Circle; Kulti-277497; +91 9928464970; Nakul Murthy;94; Hayre; Tumkur-216807; +91 6363081349;2;6;118;3244; 2020-08-12 01:08:18;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52339;2003519;2020081209; Eiravati Mallick; H.No. 590; Majumdar Chowk; Nashik 885959; +91 7994180486; Tara Suri; 45/73; Kapadia Circle; Bikaner 933038; +91 7759055719;2;28;29;4564; 2020-08-11 20:53:24;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52340;2003520;2020082411; Aditya Hari; 33/329; Loyal Ganj; Bettiah 110221; +91 8775460466; Hitesh Naik; 64/482; Sengupta Path; Haldia 374141; +91 9455260785;1;78;123;1359; 2020-08-11 17:30:29;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52341;2003521;2020080381; Jairaj Wadhwa; H.No. 726; Munshi; Thoothukudi 856781; +91 6928855562; Anmol Sharaf; 07/529; Gaba Marg; Tirunelveli 081167; +91 9770041170;2;73;42;5694; 2020-08-11 07:07:14;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52342;2003522;2020082012; Pavani Kothari; H.No. 66; Buch Nagar; Rewa-203884; +91 6295105016; Osha Joshi; H.No. 64; Kohli Zila; Pudukkottai-414210; +91 8119081970;2;145;141;3423; 2020-08-11 01:08:54;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52343;2003523;2020084255; Yauvani Narayan; 17/669; Bir Ganj; Tumkur-112197; +91 9274257668; Yamini Bakshi;52; Devan Circle; Malegaon 009534; +91 7696662292;2;89;10;2026; 2020-08-10 22:50:27;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52344;2003524;2020080712; Rachana Karpe; 51/62; Varughese Nagar; Chandigarh-158096; +91 7902697711; Hitesh Aurora; 78/50; Sheth Marg; Kollam 805831; +91 7922298392;1;86;21;5401; 2020-08-10 04:47:59;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52345;2003525;2020081568; Zarna Tiwari; 72/572; Murty Zila; Ujjain 557952; +91 6297265961; Qadim Ganesan;39; Nath Circle; Patiala-936129; +91 8273782930;1;73;5;1755; 2020-08-10 04:36:03;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52346;2003526;2020083479; Orinder Dayal; H.No. 831; Madan Path; Bally-359951; +91 6733433447; Oeshi Sani; 27/63; Mandal Marg; Moradabad-170510; +91 8378689227;2;28;133;5489; 2020-08-10 00:46:30;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52347;2003527;2020085266; Yutika Sinha; H.No. 73; Sharma Nagar; Kottayam 403447; +91 9353532262; Advaith Gera; 91/555; Merchant Road; Jalgaon-362845; +91 7281162296;1;45;133;4711; 2020-08-09 18:41:31;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52348;2003528;2020081093; Hema Ramanathan; H.No. 940; Bhatnagar Marg; Orai 368116; +91 8600607679; Aayush Krishnan;48; Mangat Zila; Buxar 540735; +91 8215871411;2;123;2;2891; 2020-08-09 04:33:26;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52349;2003529;2020082353; Tanveer Kant;775; Deshpande; Darbhanga 852593; +91 7524988767; Farhan Pal;415; Menon Nagar; Udupi 602690; +91 9862632961;2;86;101;6248; 2020-08-08 23:24:21;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52350;2003530;2020080985; Unnati Nanda;192; Srinivasan Ganj; Indore-376525; +91 9040325374; Bhavani Uppal; H.No. 57; Trivedi Path; Nadiad-230548; +91 6304489429;1;148;90;993; 2020-08-08 21:44:06;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52351;2003531;2020080573; Aadi Sarkar; 92/724; Seth Road; Meerut-628321; +91 6431195503; Karan Gill;26; Mahal Ganj; Kishanganj-317178; +91 8712742948;2;98;62;2021; 2020-08-08 16:54:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52352;2003532;2020084832; Jhalak Modi;21; Divan Chowk; Lucknow 831093; +91 6492560587; Siddharth Pall;295; Thaker Street; Guwahati-746750; +91 6075908008;1;103;113;3876; 2020-08-08 15:46:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52353;2003533;2020083550; Anthony Oommen; H.No. 680; Aurora; Gulbarga 315421; +91 6841709142; Tanmayi Jhaveri; H.No. 11; Batra Marg; Mysore-126834; +91 8394501120;2;98;36;3203; 2020-08-08 15:45:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52354;2003534;2020083295; Ucchal Deo;99; Naik Zila; Bareilly 045554; +91 7676296790; Radhika Sankar; 24/63; Tak Marg; Jhansi 430266; +91 8131271459;1;116;68;4333; 2020-08-08 13:09:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52355;2003535;2020080647; Siddharth Varma; H.No. 595; Rege Path; Jorhat-295546; +91 9228201799; Tanmayi Ravel; H.No. 791; Sethi Circle; Mirzapur 087221; +91 9347895707;2;143;119;2949; 2020-08-08 04:48:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52356;2003536;2020084866; Ayush Khurana;91; Dash Road; Deoghar-516809; +91 7565630165; Mekhala Muni;73; Savant Ganj; Ongole-721703; +91 9484981069;1;6;7;3133; 2020-08-08 00:30:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52357;2003537;2020084304; Dayamai Gopal;152; Anand Path; Chennai-404976; +91 9672612543; Gabriel Kapoor;203; Dugar Path; Kota 913172; +91 6465888181;2;47;122;6392; 2020-08-07 17:36:14;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52358;2003538;2020080101; Mugdha Barman; 96/04; Oak Road; Fatehpur-607725; +91 8903580222; Aishani Ranganathan; 33/08; Kara Circle; Proddatur 721393; +91 8780622858;1;96;69;2488; 2020-08-06 09:04:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52359;2003539;2020081274; Isaac Balakrishnan;32; Nagar Ganj; Bijapur-413893; +91 9290798534; Ganga Chopra; 73/469; Kibe Zila; Jaunpur-123811; +91 9900207293;1;83;23;5511; 2020-08-05 20:04:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52360;2003540;2020082920; Megha Gandhi;26; Gill Circle; Gandhinagar 570786; +91 9799471090; Bakhshi Mitra; H.No. 331; Dora Path; Pallavaram 592877; +91 6791969130;1;150;76;1680; 2020-08-05 16:40:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52361;2003541;2020084947; Rajeshri Ben; 55/82; Murthy Zila; Panipat-573470; +91 7017202347; Chatura Kashyap;462; Chokshi Street; Kanpur 179342; +91 8109715979;1;63;35;6384; 2020-08-05 03:34:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52362;2003542;2020082173; Parth Goyal; 61/747; Agrawal Marg; Jodhpur 850080; +91 7883991611; Hardik Nanda; 82/293; Jayaraman Ganj; Mango-410795; +91 9352591790;1;139;91;1609; 2020-08-04 04:17:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat
52363;2003543;2020083285; Ishani Natarajan;52; Chad; Bhind-433368; +91 7298698445; Chandresh Kala; 95/11; Bhakta; Dindigul-810001; +91 8104041250;1;66;141;4653; 2020-08-03 19:00:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52364;2003544;2020083836; Yamini Menon; H.No. 743; Borde Nagar; Gulbarga 450923; +91 6157228122; Anthony Mallick;468; Sundaram Ganj; Raurkela Industrial Township 399733; +91 7399589104;1;67;110;5676; 2020-08-03 10:09:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52365;2003545;2020082705; Amol Natarajan; 79/68; Balay Chowk; Bardhaman-005658; +91 7038571406; Tara Ravel;932; Batta Path; Mathura 996052; +91 8513833869;1;112;30;5593; 2020-08-03 02:24:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52366;2003546;2020081987; Urishilla Nayak; 52/278; Sidhu Marg; Berhampore-242267; +91 9184718826; Bhavika Singh; H.No. 827; Lad Ganj; Rampur 606276; +91 9885479988;2;30;144;702; 2020-08-03 02:14:35;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52367;2003547;2020080194; Samesh Memon;462; Date Nagar; Akola-161599; +91 6089864964; Vasudha Bhavsar;769; Bala; Morbi-294111; +91 9593049309;1;73;105;2431; 2020-08-03 00:16:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52368;2003548;2020083617; Ria Bhasin;72; Deol Chowk; Yamunanagar-323044; +91 6114783732; Andrew Bala; 58/986; Rajan Path; Rampur 163879; +91 6143134319;1;66;108;5049; 2020-08-02 21:15:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52369;2003549;2020081437; Jagrati Sur; H.No. 42; Konda Circle; Jalna 710440; +91 9637983409; Chatresh Luthra;591; Sengupta Path; Davanagere 475869; +91 6952335192;1;1;24;5446; 2020-08-02 04:35:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52370;2003550;2020081747; Barkha Sunder; H.No. 14; Ram Street; Patiala 394775; +91 8533999759; Shaurya Sundaram;111; Nagarajan Chowk; Bathinda-955449; +91 9480736867;2;89;96;4570; 2020-08-02 02:03:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52371;2003551;2020080229; Wriddhish Mittal; H.No. 918; Nanda Chowk; Bijapur-203138; +91 6693680404; Isaac Date; 66/32; Sahni; Dhanbad-386901; +91 9728170994;2;46;133;4833; 2020-08-01 21:31:48;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52372;2003552;2020083290; Lekha Dash; H.No. 304; Anne Road; Hapur-775784; +91 8005899370; Zayan Devan; H.No. 424; Nayak Path; Parbhani 783799; +91 8829123196;1;115;99;3836; 2020-08-01 08:40:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52373;2003553;2020073735; Vedhika Shroff; 09/58; Nayak Nagar; Warangal 365339; +91 9144285666; Idika Srivastava; 44/813; Lall Chowk; Bhatpara 672569; +91 8900066992;1;112;136;4387; 2020-07-31 23:12:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52374;2003554;2020072806; Divya Cheema; H.No. 514; Gaba Nagar; Secunderabad-260667; +91 8022455450; Isha Goda; H.No. 33; Mangal Circle; Vellore-736858; +91 8478046968;2;5;5;2056; 2020-07-31 16:21:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52375;2003555;2020075295; Ekanta Contractor;46; Sen Street; Shimoga-383353; +91 7597574517; Gabriel Varughese; H.No. 54; Bandi Path; Muzaffarpur-817398; +91 6999213358;2;16;71;3006; 2020-07-31 14:56:56;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52376;2003556;2020074996; Nisha Dewan; H.No. 03; Chatterjee Ganj; Barasat-433705; +91 8843190577; Sachi Ram; H.No. 833; Peri; Nizamabad 461993; +91 8983299437;1;11;22;6544; 2020-07-31 14:36:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52377;2003557;2020074208; Jeremiah Mallick;87; Lad Path; Satara 370989; +91 8133588698; Zilmil Borah; 46/465; Dhawan Street; Amroha-922406; +91 7080731196;1;24;93;400; 2020-07-31 11:06:07;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat
52378;2003558;2020070475; Abdul Mody; 70/11; Saran; Agra-986079; +91 6235836440; Ayaan Nayar;58; Zachariah; Ghaziabad 750157; +91 8938379068;2;103;142;5274; 2020-07-31 07:40:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52379;2003559;2020075319; Harita Borde;223; Rana Nagar; Ghaziabad-343334; +91 9402205356; Aayush Lad; H.No. 562; Prashad Path; Burhanpur-816205; +91 7684225034;2;121;76;3944; 2020-07-31 02:25:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52380;2003560;2020073340; Chameli Dar;884; Maharaj Path; Dindigul 812118; +91 6585028621; Abha Randhawa; H.No. 46; Mall Street; Thanjavur-032291; +91 9448012640;1;75;3;1130; 2020-07-31 00:28:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52381;2003561;2020070481; Sara Nori; 99/12; Dutt Road; Jammu-192509; +91 9211252579; Chakradhar Memon;59; Raghavan Nagar; Deoghar-497027; +91 9650457089;2;65;19;3640; 2020-07-30 23:22:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52382;2003562;2020070093; Charita Hegde;951; Dash Ganj; Karnal-492814; +91 9537209161; Rachit Nayak; H.No. 503; Rajan Path; Singrauli 928992; +91 6026919829;2;50;33;452; 2020-07-29 12:57:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52383;2003563;2020074524; Harita Ratta;68; Bhardwaj Ganj; Bhavnagar-474494; +91 8498396647; Mitali Bhargava; 21/394; Lata Street; Nagpur-149913; +91 8612355554;2;79;22;3732; 2020-07-29 10:34:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52384;2003564;2020073192; Sanya Venkatesh; 90/518; Iyengar Road; Tumkur-124360; +91 6770816709; Widisha Iyengar; 45/177; Kamdar Chowk; Madhyamgram 671890; +91 7739174463;1;19;112;1465; 2020-07-29 08:43:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat
52385;2003565;2020075296; Alka Dave; 96/518; Ratti Marg; New Delhi-476058; +91 6694005150; Ronith Misra; 90/366; Bhavsar Road; Dibrugarh 939803; +91 6113151611;1;7;121;946; 2020-07-29 05:49:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52386;2003566;2020072536; Rachita Venkataraman; 88/71; Dara Road; Sirsa 159412; +91 6969153782; Anusha Sachar; 08/64; Sangha Zila; Bidhannagar-884842; +91 6749849534;2;127;44;4518; 2020-07-29 05:22:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52387;2003567;2020071540; Panini Comar; H.No. 38; Muni Ganj; Sikar 404087; +91 9590513803; Yash Menon; H.No. 45; Ganesan Street; Pali-269070; +91 7180079635;1;144;145;4173; 2020-07-29 01:04:54;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52388;2003568;2020075214; Gaurav Sarin; 64/604; Balay Circle; Karawal Nagar 630922; +91 7990619984; Chaitanya Vyas; H.No. 31; Viswanathan Nagar; Kakinada 799916; +91 8246240969;2;8;34;3797; 2020-07-28 19:08:01;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat
52389;2003569;2020071586; Ekapad Chaudry; H.No. 293; Mital Chowk; Rourkela 470076; +91 6694094564; Yasti Edwin;59; Doctor Marg; Ambarnath 745382; +91 7248631179;2;92;150;2759; 2020-07-28 16:40:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52390;2003570;2020071523; Hema Datta;33; Datta; Noida 295263; +91 7964282510; Ronith Srivastava; H.No. 175; Tank Ganj; Cuttack 062191; +91 8282521238;2;122;81;3868; 2020-07-28 12:03:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52391;2003571;2020073267; Pratyush Dara;14; Dani Street; Gorakhpur 067747; +91 8224706258; Lajita Dada; 42/75; Issac Nagar; Lucknow 464555; +91 9046269085;2;119;21;4956; 2020-07-28 05:05:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52392;2003572;2020073171; Ira Oak; 47/627; Sekhon Ganj; Jaunpur-434407; +91 7001025986; Raghav Mann; 65/69; Prashad Street; Thrissur 961309; +91 8176581768;1;124;127;2141; 2020-07-27 23:54:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52393;2003573;2020074802; Baljiwan Verma;41; Tara Road; Agra-933521; +91 7526538059; Dhriti Sani;57; Kapadia; Udupi-095818; +91 6893265932;1;133;13;1177; 2020-07-27 21:02:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52394;2003574;2020070916; Adweta Pradhan; 99/05; Boase Nagar; Udaipur-740097; +91 8228080410; Bishakha Bakshi; H.No. 73; Kannan Ganj; Visakhapatnam-858651; +91 9229877018;2;126;10;3858; 2020-07-27 16:26:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52395;2003575;2020071070; Nathan Natarajan; 68/647; Lad Street; Rajkot 380028; +91 8806249562; Ranveer Babu;837; Chaudhary Marg; Muzaffarnagar-227380; +91 8923486019;2;102;105;5558; 2020-07-27 07:11:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52396;2003576;2020070702; Warinder Bora;983; Prakash Ganj; Ambarnath-825584; +91 9193896163; Chameli Jha; H.No. 04; Sankar; Bihar Sharif 485610; +91 6152697580;1;9;136;3210; 2020-07-27 02:44:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52397;2003577;2020072378; Logan Barad; 95/09; Mandal Street; Purnia-193685; +91 8403344833; Ganga Char; 36/85; Shere Road; Lucknow-385953; +91 6106937733;2;54;132;2129; 2020-07-26 21:30:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52398;2003578;2020070675; Devika Bandi; H.No. 84; Lalla Path; Muzaffarpur-191876; +91 6198667471; Vihaan Bhardwaj; 05/438; Mander Zila; Jhansi-168176; +91 8515605548;1;96;2;3532; 2020-07-26 11:44:24;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52399;2003579;2020070318; Ishwar Merchant; H.No. 093; Bava; Ongole-879333; +91 7661243377; Chaitaly Palla;10; Kurian Zila; Buxar 329165; +91 6524062042;2;66;121;679; 2020-07-25 15:38:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52400;2003580;2020074905; Ethan Naik; 12/89; Soni Nagar; Raipur 273105; +91 8395248777; Reyansh Gade;714; Kaur Nagar; Thanjavur-227289; +91 9983108263;1;107;78;2063; 2020-07-25 12:20:25;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52401;2003581;2020074234; Arjun DÃ¯Â¿Â½Alia; H.No. 237; Kulkarni; Chittoor 792036; +91 7470025847; Hredhaan Karnik; H.No. 35; Sahni Chowk; Uluberia 308546; +91 6671751232;2;82;101;1027; 2020-07-25 00:24:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52402;2003582;2020075375; Ryan Rai; H.No. 643; Sharaf Circle; Ballia 822911; +91 8521079283; Vinaya Dar; H.No. 37; Hayer Circle; Karimnagar 547946; +91 9775570592;2;107;83;23399; 2020-07-24 19:30:57;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52403;2003583;2020072274; Xiti Sangha; 44/97; Deep Nagar; Kalyan-Dombivli 864663; +91 6277082506; Teerth Narain; H.No. 610; Sangha Road; Madanapalle-432029; +91 9638659836;1;50;134;2326; 2020-07-24 08:29:03;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52404;2003584;2020073205; Jeremiah Nagar; 30/632; Vasa Street; Tadipatri-352444; +91 6300793543; Ronith Chopra; 19/81; Malhotra Ganj; Tadipatri 655211; +91 8288749972;1;109;1;4888; 2020-07-23 09:46:05;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
